timestamp,atm_id,amount
2021-04-03 12:48:19,00046,850.00
2021-04-03 12:55:27,00014,440.00
2021-04-03 13:04:17,00430,450.00
2021-04-03 13:33:33,00046,1210.00
2021-04-03 13:54:06,00014,340.00
2021-04-03 14:21:17,00014,80.00
2021-04-03 14:40:46,00046,1620.00
2021-04-03 15:07:33,00046,1960.00
2021-04-03 15:33:47,01624,940.00
2021-04-03 15:44:02,00236,1350.00
2021-04-03 15:53:11,03110,230.00
2021-04-03 16:22:41,02286,290.00
2021-04-03 16:28:14,00046,800.00
2021-04-03 16:42:05,02286,290.00
2021-04-03 16:58:41,00430,760.00
2021-04-03 17:11:40,00714,850.00
2021-04-03 17:15:55,01624,860.00
2021-04-03 17:21:29,01624,830.00
2021-04-03 17:32:40,00046,1650.00
2021-04-03 17:50:23,00046,1960.00
2021-04-03 17:59:28,00014,550.00
2021-04-03 18:22:53,03110,1940.00
2021-04-03 18:34:57,01106,1830.00
2021-04-03 18:57:28,00714,1820.00
2021-04-03 19:16:48,00046,1980.00
2021-04-03 19:40:45,00114,1980.00
2021-04-03 20:00:15,01624,740.00
2021-04-03 20:22:50,02286,1380.00
2021-04-03 20:34:20,02286,820.00
2021-04-03 20:44:13,01106,1110.00
2021-04-03 21:12:37,03110,1560.00
2021-04-03 21:12:56,00114,1900.00
2021-04-03 21:22:23,03110,1670.00
2021-04-03 21:24:48,01624,260.00
2021-04-03 21:49:47,00236,700.00
2021-04-03 22:19:17,00430,880.00
2021-04-03 22:23:31,03110,190.00
2021-04-03 22:23:37,00046,1010.00
2021-04-03 22:51:06,00046,1000.00
2021-04-03 23:02:34,00236,1940.00
2021-04-03 23:26:16,00014,680.00
2021-04-03 23:50:24,00114,1810.00
2021-04-04 00:12:07,00714,460.00
2021-04-04 00:29:35,00114,1610.00
2021-04-04 00:43:00,00236,370.00
2021-04-04 01:03:47,00236,1290.00
2021-04-04 01:25:54,00046,880.00
2021-04-04 01:50:58,02286,1610.00
2021-04-04 02:16:49,00014,1290.00
2021-04-04 02:21:29,00236,580.00
2021-04-04 02:39:24,00114,20.00
2021-04-04 03:05:16,00236,1940.00
2021-04-04 03:20:29,00714,1460.00
2021-04-04 03:31:31,00114,950.00
2021-04-04 03:44:44,00046,40.00
2021-04-04 03:54:23,03110,1650.00
2021-04-04 04:05:01,01106,1360.00
2021-04-04 04:08:04,01106,340.00
2021-04-04 04:36:29,01106,710.00
2021-04-04 04:50:46,02286,350.00
2021-04-04 05:00:23,00236,1270.00
2021-04-04 05:19:07,01106,120.00
2021-04-04 05:47:49,03110,1960.00
2021-04-04 05:50:26,00714,590.00
2021-04-04 06:19:11,01624,10.00
2021-04-04 06:23:44,00046,270.00
2021-04-04 06:37:07,03110,360.00
2021-04-04 06:43:32,00014,1390.00
2021-04-04 07:00:48,01106,1460.00
2021-04-04 07:26:24,02286,790.00
2021-04-04 07:34:08,00114,910.00
2021-04-04 07:37:25,01106,1560.00
2021-04-04 08:00:44,01624,1180.00
2021-04-04 08:09:37,01624,1400.00
2021-04-04 08:15:37,00014,400.00
2021-04-04 08:42:02,01106,1380.00
2021-04-04 08:52:54,00114,1980.00
2021-04-04 09:06:53,00014,930.00
2021-04-04 09:08:45,00014,1730.00
2021-04-04 09:35:13,02286,1260.00
2021-04-04 09:53:55,00046,1420.00
2021-04-04 09:59:34,01106,1690.00
2021-04-04 10:18:36,00236,60.00
2021-04-04 10:22:10,01624,1270.00
2021-04-04 10:32:55,02286,1770.00
2021-04-04 10:58:36,00046,1030.00
2021-04-04 10:59:55,00046,1870.00
2021-04-04 11:01:27,03110,1630.00
2021-04-04 11:10:55,03110,1550.00
2021-04-04 11:36:42,00046,1840.00
2021-04-04 11:54:18,00430,1450.00
2021-04-04 12:02:59,02286,470.00
2021-04-04 12:14:17,03110,50.00
2021-04-04 12:14:30,00714,400.00
2021-04-04 12:37:30,00046,670.00
2021-04-04 12:56:28,02286,1500.00
2021-04-04 13:11:47,00114,1340.00
2021-04-04 13:27:33,01624,710.00
2021-04-04 13:40:44,00014,1870.00
2021-04-04 14:03:55,02286,70.00
2021-04-04 14:16:27,00430,1140.00
2021-04-04 14:44:48,01624,1420.00
2021-04-04 15:08:30,02286,1370.00
2021-04-04 15:32:32,01624,1580.00
2021-04-04 15:57:27,00046,1840.00
2021-04-04 16:05:50,03110,1360.00
2021-04-04 16:17:19,03110,140.00
2021-04-04 16:26:29,00430,260.00
2021-04-04 16:45:24,00014,290.00
2021-04-04 16:58:31,00236,20.00
2021-04-04 17:18:28,01624,30.00
2021-04-04 17:33:09,01624,1090.00
2021-04-04 17:42:29,01106,1640.00
2021-04-04 18:04:14,02286,1750.00
2021-04-04 18:08:01,00046,130.00
2021-04-04 18:14:25,00430,1300.00
2021-04-04 18:38:49,00046,280.00
2021-04-04 18:57:51,01106,1440.00
2021-04-04 19:20:48,00714,1720.00
2021-04-04 19:29:24,00046,550.00
2021-04-04 19:42:29,00014,480.00
2021-04-04 20:08:04,00236,30.00
2021-04-04 20:27:42,00236,1480.00
2021-04-04 20:47:27,00114,1870.00
2021-04-04 20:58:14,01106,1430.00
2021-04-04 21:15:15,00114,790.00
2021-04-04 21:20:14,00014,1180.00
2021-04-04 21:31:17,00046,1840.00
2021-04-04 21:39:35,00114,1820.00
2021-04-04 22:00:41,00014,1270.00
2021-04-04 22:26:05,01106,1530.00
2021-04-04 22:33:45,01624,1230.00
2021-04-04 22:57:26,00046,1700.00
2021-04-04 23:17:47,00236,320.00
2021-04-04 23:18:50,00236,1400.00
2021-04-04 23:32:36,00236,1110.00
2021-04-04 23:47:58,02286,380.00
2021-04-05 00:06:45,00014,930.00
2021-04-05 00:08:24,00014,1550.00
2021-04-05 00:28:51,01106,1950.00
2021-04-05 00:36:41,00430,450.00
2021-04-05 01:01:15,02286,1940.00
2021-04-05 01:07:56,02286,190.00
2021-04-05 01:09:27,01106,660.00
2021-04-05 01:19:48,03110,1560.00
2021-04-05 01:25:12,03110,610.00
2021-04-05 01:54:00,00714,280.00
2021-04-05 01:58:00,01106,590.00
2021-04-05 02:19:06,02286,1720.00
2021-04-05 02:30:29,01106,1860.00
2021-04-05 02:31:28,03110,1220.00
2021-04-05 02:42:46,01624,470.00
2021-04-05 03:00:09,00236,1720.00
2021-04-05 03:29:26,00046,550.00
2021-04-05 03:38:20,02286,800.00
2021-04-05 04:00:45,00114,270.00
2021-04-05 04:15:01,01106,1450.00
2021-04-05 04:29:32,02286,970.00
2021-04-05 04:40:24,02286,710.00
2021-04-05 05:06:38,03110,280.00
2021-04-05 05:18:18,03110,1030.00
2021-04-05 05:18:53,02286,1330.00
2021-04-05 05:27:15,00236,810.00
2021-04-05 05:37:45,00430,1300.00
2021-04-05 05:58:17,00236,1540.00
2021-04-05 06:11:00,03110,830.00
2021-04-05 06:31:16,00014,1120.00
2021-04-05 06:35:00,00236,70.00
2021-04-05 06:51:08,00236,1100.00
2021-04-05 07:01:18,00430,220.00
2021-04-05 07:25:15,00714,1330.00
2021-04-05 07:29:47,03110,920.00
2021-04-05 07:46:35,00114,200.00
2021-04-05 08:09:14,01624,1760.00
2021-04-05 08:24:50,00114,20.00
2021-04-05 08:40:01,00114,830.00
2021-04-05 08:42:15,03110,40.00
2021-04-05 09:11:21,01106,1850.00
2021-04-05 09:33:39,00714,880.00
2021-04-05 09:40:38,00236,1320.00
2021-04-05 09:56:49,00114,440.00
2021-04-05 10:18:49,01106,70.00
2021-04-05 10:34:54,01106,680.00
2021-04-05 10:36:41,01624,390.00
2021-04-05 10:59:49,00714,20.00
2021-04-05 11:17:13,03110,1320.00
2021-04-05 11:17:25,00014,1150.00
2021-04-05 11:46:22,03110,1970.00
2021-04-05 12:14:38,00014,1220.00
2021-04-05 12:15:17,00114,1840.00
2021-04-05 12:20:27,03110,1280.00
2021-04-05 12:29:05,00114,1240.00
2021-04-05 12:53:55,00046,1160.00
2021-04-05 13:02:43,00236,630.00
2021-04-05 13:03:20,01106,240.00
2021-04-05 13:24:13,01106,430.00
2021-04-05 13:35:58,00430,40.00
2021-04-05 14:00:57,00430,1250.00
2021-04-05 14:17:49,00014,450.00
2021-04-05 14:44:35,02286,100.00
2021-04-05 15:02:50,00430,1740.00
2021-04-05 15:18:14,03110,1540.00
2021-04-05 15:45:14,02286,440.00
2021-04-05 15:55:24,01624,690.00
2021-04-05 16:06:32,01624,510.00
2021-04-05 16:34:47,00236,1910.00
